accession	organism_name	species	assembly_level	assembly_status	species_status	source	callable_fraction	reconstructed_fraction	n_fraction	explicit_deleted_nt	insertion_nt	sensitive_rescued_nt	internal_stop_count_naive	frame_remainder	supported_events	rescued_events	quality_score	warnings
GCA_965154155.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154165.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9587369931826336	0.9587369931826336	0.019428152492668622	62	3	0	40	1	15	0	171.60773320552306	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154175.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154185.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154195.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154205.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154215.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	121.87362790910481	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154225.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154235.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154245.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154255.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154265.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154275.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154285.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154295.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154305.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154315.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154325.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	121.87362790910481	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154335.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154345.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154355.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154365.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154375.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154385.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154395.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154405.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154415.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154425.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	16	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154435.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965154445.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177315.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177325.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177335.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177345.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177355.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177365.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177375.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177385.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177395.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177405.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9587369931826336	0.9587369931826336	0.019428152492668622	62	3	0	40	1	15	0	121.60773320552306	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177415.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177425.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177435.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9587369931826336	0.9587369931826336	0.019428152492668622	62	3	0	40	1	15	0	121.60773320552306	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177445.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177455.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177465.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177475.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177485.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177495.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177505.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	13	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177515.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177525.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177535.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177545.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177555.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177565.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	121.76591946409475	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177575.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177585.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177605.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177615.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177625.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177635.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177645.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	0	0	101.78713161128798	[]
GCA_965177655.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177665.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177675.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177685.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177695.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177705.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	0	0	101.83760405190837	[]
GCA_965177715.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177725.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177735.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177745.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	171.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177755.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177765.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	0	0	101.94531249691843	[]
GCA_965177775.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177785.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	0	0	101.94531249691843	[]
GCA_965177795.2	Bos taurus	Bos taurus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	0	0	101.94531249691843	[]
GCA_965177805.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	14	0	171.71544702347433	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965177825.2	Bos taurus	Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965225615.1	Bos gaurus	Bos gaurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9616074632221027	0.9616074632221027	0.017948717948717947	58	1	0	28	0	12	0	171.75572840106332	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965246665.2	Bubalus bubalis bubalis	Bubalus bubalis	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8058844635809114	0.8058844635809114	0.17304860088365243	71	0	57	25	1	11	0	145.62792797985463	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363385.1	Ovis aries	Ovis aries	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9583781844277001	0.9583781844277001	0.020475319926873858	60	8	0	28	2	0	0	101.63306524350126	[]
GCA_965363395.1	Capra hircus	Capra hircus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9655543595263725	0.9655543595263725	0.010997067448680353	66	7	0	44	1	0	0	102.44546527815045	[]
GCA_965363425.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.010964912280701754	61	10	26	41	0	16	0	172.49919217083945	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363435.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363445.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.010964912280701754	61	10	26	36	0	15	0	172.49919217083945	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363705.1	Ovis aries	Ovis aries	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	122.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363785.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.010968921389396709	61	9	26	33	2	17	0	172.4991520797525	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363845.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	39	2	13	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965363855.1	Capra hircus	Capra hircus	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.01098901098901099	65	8	0	26	0	0	0	102.48142671824048	[]
GCA_965363885.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	37	2	12	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965364655.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_965364765.1	Ovis aries	Ovis aries	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9583781844277001	0.9583781844277001	0.020475319926873858	60	8	0	28	2	0	0	101.63306524350126	[]
GCA_965364855.1	Ovis aries	Ovis aries	Scaffold	UNRESOLVED_NO_GENOME	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9583781844277001	0.9583781844277001	0.020475319926873858	60	8	0	28	2	0	0	101.63306524350126	[]
