Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Species Key	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
Bubalus_bubalis_Jaffrabadi_v3.0	GCA_000180995.3		Bubalus bubalis	Bubalus bubalis	Jafarabadi				Manek	male		Scaffold	2018-02-22	ACZF03	117845
NIBGE_UOENRWB_hap1	GCA_965642205.1		Bubalus bubalis bubalis	Bubalus bubalis								Contig	2025-07-13	CBFFLN01	510
Nili Ravi Water Buffalo Hap2	GCA_965606195.1		Bubalus bubalis bubalis	Bubalus bubalis								Contig	2025-07-08	CBFDFF02	674
NIBGE_UOENRWB_hap2	GCA_965642185.1		Bubalus bubalis bubalis	Bubalus bubalis								Contig	2025-07-13	CBFFLM01	674
Azikheli Water Buffalo Hap2	GCA_965246665.2		Bubalus bubalis bubalis	Bubalus bubalis								Contig	2025-10-28	CBDFFB02	582
NIBGE_UOEAWB_hap2	GCA_965642195.1		Bubalus bubalis bubalis	Bubalus bubalis								Contig	2025-07-13	CBFFLO01	582
FMD	GCA_006459085.1		Moschus berezovskii	Moschus berezovskii				forest		male		Scaffold	2019-06-25	SGQJ01	77520
MPW_1.0	GCA_056825275.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Mpwapwa					male		Scaffold	2026-04-21	JBNBON01	302
cow.phase0_contigs	GCA_012070465.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Contig	2020-04-06	JAAIXT01	1690
cow.phase1_scaffolds	GCA_012070485.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Scaffold	2020-04-06	JAAIXW01	684
cow.phase1_contigs	GCA_012070445.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Contig	2020-04-06	JAAIXU01	1690
cow.phase0_scaffolds	GCA_012070475.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Scaffold	2020-04-06	JAAIXV01	684
cow.Unzip_primary	GCA_012069665.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Contig	2020-04-06	JAAIXR01	1690
cow.Unzip_haplotigs	GCA_012070425.1		Bos indicus x Bos taurus	Bos indicus x Bos taurus	Angus x Brahman F1 hybrid					male		Contig	2020-04-06	JAAIXS01	5364
RTA_final	GCA_963422255.1		Rangifer tarandus	Rangifer tarandus								Scaffold	2023-09-04	CAUJRY01	127880
ASM2245718v1	GCA_022457185.1		Rangifer tarandus	Rangifer tarandus					DF-B-001			Scaffold	2022-03-03	JAJJMQ01	58724
RanTarSib_v1_BIUU	GCA_004026565.1		Rangifer tarandus	Rangifer tarandus					US061			Scaffold	2019-01-16	PVIN01	1360739
LSU_RangTar_1.0	GCA_014898785.1		Rangifer tarandus granti	Rangifer tarandus					KJH-003	male		Scaffold	2020-10-21	JACGUM01	17178
Rtarandus_v2.1	GCA_902712895.1		Rangifer tarandus tarandus	Rangifer tarandus								Scaffold	2021-09-21	CACTHY01	2302
NRC_Mithun_1	GCA_007844835.1		Bos frontalis	Bos frontalis	Nagaland					female		Scaffold	2019-08-05	RBVW01	5015
CVASU_Gayal_001	GCA_017311355.1		Bos frontalis	Bos frontalis					CVASU_BF_001			Contig	2021-03-09	JAFDUV01	1262134
ASM764659v3	GCA_007646595.3		Bos mutus	Bos mutus	Datong Yak				WY2019	female	Annotation submitted by Lanzhou University	Scaffold	2019-10-21	VBQZ03	158691
mMunRee1.2 alternate haplotype	GCA_963930665.2		Muntiacus reevesi	Muntiacus reevesi								Scaffold	2026-02-26	CAWVNP02	6117
CIJ	GCA_006408525.1		Muntiacus reevesi	Muntiacus reevesi					CIJ-jz			Scaffold	2019-06-24	SJXT01	200261
Odo_v1	GCA_014726795.1		Odocoileus virginianus	Odocoileus virginianus				borealis	brownington 1	male		Scaffold	2020-09-24	JAAVWD01	2905
O_ammon_KGZ_v1.0	GCA_003121645.1		Ovis ammon	Ovis ammon					KGZ	male		Scaffold	2018-05-11	NIWH01	41955
AGL	GCA_006410595.1		Ovis ammon	Ovis ammon					AGL-py			Scaffold	2019-06-24	SJYP01	240203
mOdoHem1.0.a	GCA_042767535.1		Odocoileus hemionus	Odocoileus hemionus					ODHE-2022-008-006_CCGP	male		Scaffold	2024-10-08	JBFCZQ01	388
mOdoHem1.0.p	GCA_042768445.1		Odocoileus hemionus	Odocoileus hemionus					ODHE-2022-008-006_CCGP	male		Scaffold	2024-10-10	JBFCZP01	814
OviCan_v1_BIUU	GCA_004026945.1		Ovis canadensis	Ovis canadensis					BS48	male		Scaffold	2019-01-16	PVIS01	1048136
UofA_Ohem_1.0	GCA_004115125.1		Odocoileus hemionus hemionus	Odocoileus hemionus					MD92			Scaffold	2019-01-30	RCHL01	16207
ASM369798v1	GCA_003697985.1		Odocoileus hemionus sitkensis	Odocoileus hemionus					Cn_RI01	female		Scaffold	2018-10-30	RFLZ01	358334
mAlcAlc2_a1.1	GCA_059051325.1		Alces alces	Alces alces					Moose01			Scaffold	2026-07-07	JBWVLQ01	1576
Elg.assembly.v.1.0	GCA_964270355.1		Alces alces	Alces alces								Scaffold	2024-09-28	CAXWQY01	1737
Vnn_Gaur	GCA_965225615.1		Bos gaurus	Bos gaurus								Scaffold	2025-03-28	CBDDBF01	32004
NRM_Aalces_2_0.fsa	GCA_015832495.2		Alces alces	Alces alces					AALL_1980	female		Scaffold	2023-05-22	JADEYB02	5939
Caeg1	GCA_000765075.1		Capra aegagrus	Capra aegagrus								Scaffold	2014-07-15	CBYH01	6616
GSC_moose_1.0	GCA_007570765.1		Alces alces	Alces alces					MIG12-28694850	female		Scaffold	2019-07-12	SSNK01	48218
ASM2146233v1	GCA_021462335.1		Ovibos moschatus	Ovibos moschatus					Muskox_WY2021	male		Scaffold	2022-01-13	JAJUWZ01	6703
Milu1.0	GCA_002443075.1		Elaphurus davidianus	Elaphurus davidianus	Woburn Abbey				Dafeng	male		Scaffold	2017-10-04	JRFZ01	194812
ASM2253363v2	GCA_022533635.2		Ovibos moschatus	Ovibos moschatus					UCID333-Mx8	male		Scaffold	2022-05-16	JACAUE02	8658
mAntAme2_a1.2	GCA_051176575.2		Antilocapra americana	Antilocapra americana		Pronghorn03						Scaffold	2026-04-30	JBPKRJ02	611
GSC_phorn_1.0	GCA_007570785.1		Antilocapra americana	Antilocapra americana					GAN:MWC17-00274	male		Scaffold	2019-07-12	SRVM01	22440
ASM379854v1	GCA_003798545.1		Axis porcinus	Axis porcinus					Zoohd001	male		Scaffold	2018-11-20	QQTR01	136093
ASM2101864v1	GCA_021018645.1		Antilocapra americana	Antilocapra americana					PH2016			Scaffold	2021-12-01	JAJJWP01	66453
IMAU_Mmos_1.0	GCA_011751665.1		Moschus moschiferus	Moschus moschiferus					DES	female		Scaffold	2020-03-25	JAAIGH01	13392
AntAmePen_v2_BIUU_UCD	GCA_004027515.2		Antilocapra americana	Antilocapra americana					BS35			Scaffold	2019-07-15	PVKT02	1585152
ASM1959352v1	GCA_019593525.1		Addax nasomaculatus	Addax nasomaculatus					IZW607/10	female		Scaffold	2021-08-13	JAIEZW01	86923
ASM5008459v1	GCA_050084595.1		Ovis vignei punjabiensis	Ovis vignei				Saltrange	PU_01_T1_01	female		Scaffold	2025-05-01	JBMPHZ01	192133
ASM640878v2	GCA_006408785.2		Syncerus caffer	Syncerus caffer					ABF-221			Scaffold	2021-12-01	SJXX02	148371
ASM893120v1	GCA_008931205.1		Muntiacus muntjak	Muntiacus muntjak					OR735	female		Scaffold	2019-10-09	RAWV01	170618
WLD	GCA_006408465.1		Cervus albirostris	Cervus albirostris					WLD-bcl			Scaffold	2019-06-24	SJXR01	171874
CMJ	GCA_006409035.1		Muntiacus muntjak	Muntiacus muntjak					CMJ-cj			Scaffold	2019-06-24	SJXU01	383561
LMD_DV1	GCA_022457235.1		Tragulus javanicus	Tragulus javanicus					LMD-DV			Scaffold	2022-03-03	JAJJWJ01	51524
CU_Burmeseeldsdeer	GCA_034234005.1		Rucervus eldii thamin	Rucervus eldii	Burmese Eld's deer or Burmese brow-antlered deer				ED14M	male		Scaffold	2023-12-08	JAJHSM01	12759
ASM3423391v1	GCA_034233915.1		Rucervus eldii siamensis	Rucervus eldii	Siamese Eld's deer				3MTh	male		Scaffold	2023-12-08	JACCHN01	284
IBX	GCA_006410555.1		Capra ibex	Capra ibex					IBX-bsy			Scaffold	2019-06-24	SJYO01	55914
NPU_HINE_1.0	GCA_006459105.1		Hydropotes inermis	Hydropotes inermis				China	ZZ2017	female		Scaffold	2019-06-25	SPDZ01	22246
ASM2101868v1	GCA_021018685.1		Okapia johnstoni	Okapia johnstoni					OK2016			Scaffold	2021-12-01	JAJJWQ01	42423
ASM165123v1	GCA_001651235.1		Giraffa tippelskirchi	Giraffa tippelskirchi					MA1	female		Scaffold	2016-05-20	LVKQ01	513177
ASM166083v1	GCA_001660835.1		Okapia johnstoni	Okapia johnstoni					WOAK	male		Scaffold	2016-06-08	LVCL01	837179
SCBI_Ndam_1.0	GCA_019969365.1		Nanger dama ruficollis	Nanger dama					SB2059	male		Scaffold	2021-09-14	JAHTZZ01	36680
BNG	GCA_006410755.1		Tragelaphus eurycerus	Tragelaphus eurycerus					BNG-9162			Scaffold	2019-06-24	SJYI01	1539703
ASM1828223v1	GCA_018282235.1		Giraffa camelopardalis antiquorum	Giraffa camelopardalis					PLA01	male		Scaffold	2021-05-05	JABSTO01	10445
GFE	GCA_006408565.1		Giraffa camelopardalis	Giraffa camelopardalis					GFE-hd			Scaffold	2019-06-24	SJXV01	78945
GMB	GCA_006410575.1		Oryx gazella	Oryx gazella					GMB-ly			Scaffold	2019-06-24	SJYN01	56922
LMD	GCA_006408655.1		Tragulus kanchil	Tragulus kanchil					LMD-DV			Scaffold	2019-06-24	SJXW01	185856
BMJ	GCA_006408485.1		Muntiacus crinifrons	Muntiacus crinifrons					BMJ-hj			Scaffold	2019-06-24	SJXS01	21054
ASM5674852v1	GCA_056748525.1		Bos taurus	Bos taurus	Mongolian				NMG16	male		Chromosome	2026-04-16	JAJGXD01	392
Btau_5.0.1	GCA_000003205.6	GCF_000003205.7	Bos taurus	Bos taurus	Hereford					pooled male and female		Chromosome	2015-11-19	AAFC05	5998
Btau_5.0.1	GCF_000003205.7	GCA_000003205.6	Bos taurus	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2015-11-19	AAFC05	5998
Bos_taurus_UMD_3.1.1	GCA_000003055.5	GCF_000003055.6	Bos taurus	Bos taurus	Hereford					pooled male and female	Annotation submitted by Center for Bioinformatics and Computational Biology, University of Maryland	Chromosome	2014-11-25	DAAA02	6336
Bos_taurus_UMD_3.1.1	GCF_000003055.6	GCA_000003055.5	Bos taurus	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2014-11-25	DAAA02	6336
Oar_rambouillet_v1.0	GCA_002742125.1	GCF_002742125.1	Ovis aries	Ovis aries	Rambouillet	OAR_USU_Benz2616				female		Chromosome	2017-11-02	PEKD01	2640
Oar_rambouillet_v1.0	GCF_002742125.1	GCA_002742125.1	Ovis aries	Ovis aries	Rambouillet	OAR_USU_Benz2616				female	NCBI Ovis aries Annotation Release 103	Chromosome	2017-11-02	PEKD01	2640
Oar_v4.0	GCA_000298735.2	GCF_000298735.2	Ovis aries	Ovis aries	Texel							Chromosome	2015-11-20	AMGL02	5465
Oar_v4.0	GCF_000298735.2	GCA_000298735.2	Ovis aries	Ovis aries	Texel						NCBI Ovis aries Annotation Release 102	Chromosome	2015-11-20	AMGL02	5465
Ovis_aries_1.0	GCA_000005525.1		Ovis aries	Ovis aries	mixed					female		Chromosome	2010-02-25	ACIV01	1331
ASM293397v1	GCA_002933975.1		Bos indicus	Bos indicus	Gir					male		Chromosome	2018-02-22	PRDE01	216408
Bos_indicus_1.0	GCA_000247795.2	GCF_000247795.1	Bos indicus	Bos indicus	Nelore				QUIL7308	male		Chromosome	2014-11-25	AGFL01	31
Bos_indicus_1.0	GCF_000247795.1	GCA_000247795.2	Bos indicus	Bos indicus	Nelore				QUIL7308	male	NCBI Bos indicus Annotation Release 100	Chromosome	2014-11-25	AGFL01	31
UOA_WB_1	GCA_003121395.1	GCF_003121395.1	Bubalus bubalis	Bubalus bubalis	Mediterranean					female		Chromosome	2018-05-14	PZYV01	508
UOA_WB_1	GCF_003121395.1	GCA_003121395.1	Bubalus bubalis	Bubalus bubalis	Mediterranean					female	NCBI Bubalus bubalis Annotation Release 101	Chromosome	2018-05-14	PZYV01	508
NDDB_DH_1	GCA_019923925.1	GCF_019923925.1	Bubalus bubalis	Bubalus bubalis	Murrah				160015118507	female		Chromosome	2021-09-10	VDCC01	33
NDDB_DH_1	GCF_019923925.1	GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Murrah				160015118507	female	NCBI Bubalus bubalis Annotation Release 102	Chromosome	2021-09-10	VDCC01	33
ARS_Simm1.0	GCA_018282465.1		Bos taurus x Bison bison	Bos taurus x Bison bison					Buzz	male		Chromosome	2021-05-06	JAEQBJ01	1313
ARS-UCSC_bison1.0	GCA_018282365.1		Bos taurus x Bison bison	Bos taurus x Bison bison					Buzz	male		Chromosome	2021-05-06	JAEQBK01	774
TAMU_Bison_Bison_3.0	GCA_030254855.1		Bos taurus x Bison bison	Bos taurus x Bison bison					BWD-2023a	female		Chromosome	2023-06-12	JASFYB01	661
ASM5569140v1	GCA_055691405.1		Bos taurus	Bos taurus	Bonsmara					female		Scaffold	2026-03-05	JBLYVJ01	1189
ASM5569137v1	GCA_055691375.1		Bos taurus	Bos taurus	Nguni Cattle			Pedi		female		Scaffold	2026-03-05	JBLYVI01	1252
ASM2132893v1	GCA_021328935.1		Ovis aries	Ovis aries	Kazak sheep				KAZ1	female		Scaffold	2021-12-30	JAJTAU01	4123
ASM2132894v1	GCA_021328945.1		Ovis aries	Ovis aries	Kazak sheep				KAZ1	female		Scaffold	2021-12-30	JAJTAT01	4646
Oori1	GCA_000765115.1	GCF_000765115.1	Ovis aries musimon	Ovis aries								Scaffold	2014-07-15	CBYI01	6173
Oori1	GCF_000765115.1	GCA_000765115.1	Ovis aries musimon	Ovis aries							NCBI Ovis aries Annotation Release 102	Scaffold	2014-07-15	CBYI01	6173
ASM982349v1	GCA_009823495.1		Capra hircus	Capra hircus	Pashmina (Cashmere)				M0009	male		Scaffold	2019-12-31	QWFW01	48370
Goat_MAGs	GCA_907165285.1		Capra hircus	Capra hircus								Scaffold	2022-07-01	CAJRCN01	533531
UMD_CASPUR_WB_2.0	GCA_000471725.1	GCF_000471725.1	Bubalus bubalis	Bubalus bubalis	Mediterranean					female		Scaffold	2013-09-30	AWWX01	366982
UMD_CASPUR_WB_2.0	GCF_000471725.1	GCA_000471725.1	Bubalus bubalis	Bubalus bubalis	Mediterranean					female	NCBI Bubalus bubalis Annotation Release 100	Scaffold	2013-09-30	AWWX01	366982
Buffalo_MAGs	GCA_905249985.1		Bubalus bubalis bubalis	Bubalus bubalis								Scaffold	2021-07-07	CAJNOS01	600286
NPU_MBRE_1.0	GCA_006461545.1		Moschus berezovskii	Moschus berezovskii					LS2015			Scaffold	2019-06-25	SPDX01	125813
reindeerY1320	GCA_963856025.1		Rangifer tarandus tarandus	Rangifer tarandus								Scaffold	2024-01-19	CAWLCX01	1320
BosGru_v2.0	GCA_000298355.1	GCF_000298355.1	Bos mutus	Bos mutus					yakQH1	female	Annotation submitted by BGI-shenzhen	Scaffold	2013-01-09	AGSK01	41191
BosGru_v2.0	GCF_000298355.1	GCA_000298355.1	Bos mutus	Bos mutus					yakQH1	female	NCBI Bos mutus Annotation Release 101	Scaffold	2013-01-09	AGSK01	41191
Ovir.te_1.0	GCA_002102435.1	GCF_002102435.1	Odocoileus virginianus texanus	Odocoileus virginianus					animal Pink-7	male		Scaffold	2017-04-20	MLBE01	17025
Ovir.te_1.0	GCF_002102435.1	GCA_002102435.1	Odocoileus virginianus texanus	Odocoileus virginianus					animal Pink-7	male	NCBI Odocoileus virginianus texanus Annotation Release 100	Scaffold	2017-04-20	MLBE01	17025
kmer631	GCA_000751575.1		Capreolus capreolus	Capreolus capreolus								Scaffold	2014-09-09	CCMK01	3088511
PHO1.0	GCA_000400835.1	GCF_000400835.1	Pantholops hodgsonii	Pantholops hodgsonii						male		Scaffold	2013-05-28	AGTT01	15058
PHO1.0	GCF_000400835.1	GCA_000400835.1	Pantholops hodgsonii	Pantholops hodgsonii						male	NCBI Pantholops hodgsonii Annotation Release 100	Scaffold	2013-05-28	AGTT01	15058
ASM1643309v1	GCA_016433095.1		Hippotragus equinus	Hippotragus equinus					ID10954	male		Scaffold	2020-12-29	JAEFBM01	16877
ALER1.0	GCA_002201775.1		Ammotragus lervia	Ammotragus lervia					NAZ	male		Scaffold	2017-06-20	NIVO01	77320
ERS5330601	GCA_905120135.1		Megaloceros giganteus	Megaloceros giganteus								Contig	2022-11-15	CAJHNX01	2
STG	GCA_006411015.1		Tragelaphus spekii	Tragelaphus spekii					STG-9200			Scaffold	2019-06-24	SJYL01	1769205
ERS5330600	GCA_905120125.1		Megaloceros giganteus	Megaloceros giganteus								Scaffold	2022-11-15	CAJHNY01	2
Bighorn female F1	GCA_042859625.1		Ovis canadensis	Ovis canadensis	Bighorn				FfBHxPP-ARS-UI-01	female		Complete Genome	2024-10-18	JBGUAS01	1
T2T-sheep1.0P	GCA_040836155.1		Ovis aries	Ovis aries	Hu sheep				HU3095-Father	male	Annotation submitted by China Agricultural University	Chromosome	2024-07-24		27
T2T-goat2.0P	GCA_041053135.1		Capra hircus	Capra hircus	Inner Mongolia cashmere goat					male		Chromosome	2024-08-05		30
T2T-goat1.0P	GCA_041920685.1		Capra hircus	Capra hircus	Inner Mongolia cashmere goat					male	Annotation submitted by China Agricultural University	Chromosome	2024-09-14		30
SMU_DYY_1.0	GCA_056775595.1		Bos grunniens	Bos grunniens	Maiwa				MaiWa_20	male		Chromosome	2026-03-24	JBKZAP01	1
ASM103953v1	GCA_001039535.1		Ovis canadensis canadensis	Ovis canadensis					43U	male		Chromosome	2015-06-25		27
ASM1835702v1	GCA_018357025.1		Capra hircus	Capra hircus	San Clemente				HZY-2020	male		Scaffold	2021-05-06	JAGRQG01	33
RRL-RSL_1.0	GCA_000191625.1		Odocoileus virginianus	Odocoileus virginianus								Contig	2011-03-07	AEGZ01	93873
WTD_RRL	GCA_000191605.1		Odocoileus virginianus	Odocoileus virginianus								Contig	2011-03-07	AEGY01	44342
ASM3037850v1	GCA_030378505.1		Bos taurus	Bos taurus	Wagyu					male		Chromosome	2023-07-01		1
ASM3051244v1	GCA_030512445.1		Ovis aries	Ovis aries	Churro					male		Chromosome	2023-07-20		1
