assembly_accession	assembly_name	organism_name	species_key	assembly_level	status	candidate_id	contig	strand	start	end	span	exon_count	coverage_sum	order_coherence	bitscore_sum	score	locus_length	locus_n_count	locus_n_fraction	locus_n_runs	locus_longest_n_run	error
GCA_040286185.1	UOA_Wagyu_1	Bos taurus	Bos taurus	Chromosome	ok	CM079987.1:+:1	CM079987.1	+	57608031.0	57627909.0	19879.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39879.0	0.0	0.0	0.0	0.0	
GCA_040438115.1	ASM4043811v1	Tragelaphus eurycerus isaaci	Tragelaphus eurycerus	Chromosome	ok	CM080738.1:-:1	CM080738.1	-	74874268.0	74895298.0	21031.0	6.0	5.680991131969268	1.0	2892.0	8493.497339590782	41031.0	878.0	0.021398454826838244	1.0	878.0	
GCA_040543055.1	ASM4054305v1	Ovis aries	Ovis aries	Chromosome	ok	CM080903.1:-:1	CM080903.1	-	71756948.0	71777180.0	20233.0	6.0	5.816526825567228	1.0	2722.0	8517.15804767017	40233.0	0.0	0.0	0.0	0.0	
GCA_040805955.1	T2T-sheep1.0	Ovis aries	Ovis aries	Complete Genome	ok	CP162247.1:+:1	CP162247.1	+	26226582.0	26246329.0	19748.0	6.0	5.81174785304632	1.0	2698.0	8513.324355913895	39748.0	0.0	0.0	0.0	0.0	
GCA_040806595.1	T2T-goat1.0	Capra hircus	Capra hircus	Complete Genome	ok	CP162217.1:+:1	CP162217.1	+	28561350.0	28581170.0	19821.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_040822015.1	ASM4082201v1	Capra hircus	Capra hircus	Chromosome	ok	CP155490.1:-:1	CP155490.1	-	70372849.0	70392656.0	19808.0	6.0	5.9385925532667585	1.0	2712.0	8552.777765980029	39808.0	0.0	0.0	0.0	0.0	
GCA_040836155.1	T2T-sheep1.0P	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_040836155.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_040836155.1/GCA_040836155.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_040970035.1	T2T-goat2.0M	Capra hircus	Capra hircus	Chromosome	ok	CP162711.1:+:1	CP162711.1	+	25986674.0	26006494.0	19821.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_041053135.1	T2T-goat2.0P	Capra hircus	Capra hircus	Chromosome	ok	CP162681.1:+:1	CP162681.1	+	26586889.0	26606706.0	19818.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39818.0	0.0	0.0	0.0	0.0	
GCA_041121725.1	T2T-sheep1.0M	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_041121725.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_041121725.1/GCA_041121725.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_041156055.1	O.moschatus_RAN27_v1.0	Ovibos moschatus	Ovibos moschatus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_041156055.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_041156055.1/GCA_041156055.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_041735815.1	T2T-goat2.0	Capra hircus	Capra hircus	Complete Genome	ok	CP168619.1:+:1	CP168619.1	+	28561350.0	28581170.0	19821.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_041736475.1	T2T-goat1.0M	Capra hircus	Capra hircus	Chromosome	ok	CP168366.1:+:1	CP168366.1	+	25986674.0	26006494.0	19821.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_041920685.1	T2T-goat1.0P	Capra hircus	Capra hircus	Chromosome	ok	CP168336.1:+:1	CP168336.1	+	26586889.0	26606706.0	19818.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39818.0	0.0	0.0	0.0	0.0	
GCA_042477335.2	ARS-UI_OviCan_v2	Ovis canadensis	Ovis canadensis	Chromosome	ok	CM090653.1:+:1	CM090653.1	+	31749274.0	31769025.0	19752.0	6.0	5.81174785304632	1.0	2699.0	8513.424355913896	39752.0	0.0	0.0	0.0	0.0	
GCA_042767535.1	mOdoHem1.0.a	Odocoileus hemionus	Odocoileus hemionus	Scaffold	ok	JBFCZQ010000020.1:+:1	JBFCZQ010000020.1	+	34881412.0	34901619.0	20208.0	6.0	5.849251199470406	1.0	2850.0	8539.775359841122	40208.0	0.0	0.0	0.0	0.0	
GCA_042768445.1	mOdoHem1.0.p	Odocoileus hemionus	Odocoileus hemionus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_042768445.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_042768445.1/GCA_042768445.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_042835985.1	ASM4283598v1	Capra hircus	Capra hircus	Chromosome	ok	CM090925.1:+:1	CM090925.1	+	21011843.0	21031674.0	19832.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39832.0	0.0	0.0	0.0	0.0	
GCA_042859625.1	Bighorn female F1	Ovis canadensis	Ovis canadensis	Complete Genome	no_blast_hit																	
GCA_043643345.1	YUN_Gayal_1	Bos frontalis	Bos frontalis	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_043643345.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_043643345.1/GCA_043643345.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_043882115.1	ASM4388211v1	Bos taurus	Bos taurus	Chromosome	ok	CM093586.1:-:1	CM093586.1	-	70794302.0	70814184.0	19883.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39883.0	0.0	0.0	0.0	0.0	
GCA_044231825.1	ASM4423182v1	Addax nasomaculatus	Addax nasomaculatus	Chromosome	ok	CM094568.1:+:1	CM094568.1	+	22230294.0	22250080.0	19787.0	6.0	5.816526825567228	1.0	2738.0	8518.758047670168	39787.0	0.0	0.0	0.0	0.0	
GCA_044509215.1	ASM4450921v1	Capra hircus	Capra hircus	Chromosome	ok	CM094825.1:+:1	CM094825.1	+	21504565.0	21524383.0	19819.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39819.0	0.0	0.0	0.0	0.0	
GCA_044587905.1	ASM4458790v1	Capra hircus	Capra hircus	Chromosome	ok	CM095044.1:+:1	CM095044.1	+	21273765.0	21293583.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_044587935.1	ASM4458793v1	Capra hircus	Capra hircus	Chromosome	ok	CM095074.1:+:1	CM095074.1	+	21095463.0	21115279.0	19817.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39817.0	0.0	0.0	0.0	0.0	
GCA_044587945.1	ASM4458794v1	Capra hircus	Capra hircus	Chromosome	ok	CM095104.1:+:1	CM095104.1	+	30567513.0	30587337.0	19825.0	6.0	5.9385925532667585	1.0	2703.0	8551.877765980027	39825.0	0.0	0.0	0.0	0.0	
GCA_044588015.1	ASM4458801v1	Capra hircus	Capra hircus	Chromosome	ok	CM095134.1:+:1	CM095134.1	+	21296060.0	21315881.0	19822.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_045269445.1	NIPB_Tibetan_argali_1.0	Ovis ammon	Ovis ammon	Chromosome	ok	CM098122.1:-:1	CM098122.1	-	70843940.0	70864226.0	20287.0	6.0	5.816526825567228	1.0	2730.0	8517.958047670169	40287.0	0.0	0.0	0.0	0.0	
GCA_046464075.1	ASM4646407v1	Capra hircus	Capra hircus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_046464075.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_046464075.1/GCA_046464075.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_046563475.2	NWIPB_Pralbi_1.0	Cervus albirostris	Cervus albirostris	Chromosome	ok	CM102236.1:-:1	CM102236.1	-	28212803.0	28228869.0	16067.0	5.0	4.957718175135211	1.0	2670.0	7254.3154525405635	36067.0	0.0	0.0	0.0	0.0	
GCA_047652215.1	ASM4765221v1	Bos taurus	Bos taurus	Chromosome	ok	CM105377.1:+:1	CM105377.1	+	35221276.0	35240865.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_047671635.1	ASM4767163v1	Capra hircus	Capra hircus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_047671635.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_047671635.1/GCA_047671635.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_047671655.1	ASM4767165v1	Capra hircus	Capra hircus	Chromosome	ok	CM105895.1:+:1	CM105895.1	+	21359913.0	21379733.0	19821.0	6.0	5.9385925532667585	1.0	2698.0	8551.377765980027	39821.0	0.0	0.0	0.0	0.0	
GCA_048126745.1	DamDam1_v1.mat	Dama dama	Dama dama	Chromosome	ok	CM106750.1:+:1	CM106750.1	+	31555994.0	31575100.0	19107.0	6.0	5.849251199470406	1.0	2866.0	8541.375359841122	39107.0	0.0	0.0	0.0	0.0	
GCA_048127045.1	DamDam1_v1.pat	Dama dama	Dama dama	Chromosome	ok	CM106716.1:+:1	CM106716.1	+	31537227.0	31556332.0	19106.0	6.0	5.849251199470406	1.0	2861.0	8540.875359841122	39106.0	0.0	0.0	0.0	0.0	
GCA_048593975.1	ASM4859397v1	Capra hircus	Capra hircus	Chromosome	ok	CM109268.1:+:1	CM109268.1	+	23042169.0	23061989.0	19821.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_048594055.1	ASM4859405v1	Capra hircus	Capra hircus	Chromosome	ok	CM109298.1:+:1	CM109298.1	+	21105880.0	21125693.0	19814.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39814.0	0.0	0.0	0.0	0.0	
GCA_048594065.1	ASM4859406v1	Capra hircus	Capra hircus	Chromosome	ok	CM109328.1:+:1	CM109328.1	+	21078256.0	21098076.0	19821.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39821.0	0.0	0.0	0.0	0.0	
GCA_048594125.1	ASM4859412v1	Capra hircus	Capra hircus	Chromosome	ok	CM109384.1:+:1	CM109384.1	+	21307985.0	21327805.0	19821.0	6.0	5.9385925532667585	1.0	2698.0	8551.377765980027	39821.0	0.0	0.0	0.0	0.0	
GCA_048594135.1	ASM4859413v1	Capra hircus	Capra hircus	Chromosome	ok	CM109414.1:+:1	CM109414.1	+	21095484.0	21115300.0	19817.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39817.0	0.0	0.0	0.0	0.0	
GCA_048594165.1	ASM4859416v1	Capra hircus	Capra hircus	Chromosome	ok	CM109444.1:+:1	CM109444.1	+	20285851.0	20305671.0	19821.0	6.0	5.9385925532667585	1.0	2698.0	8551.377765980027	39821.0	0.0	0.0	0.0	0.0	
GCA_048598025.1	ASM4859802v1	Capra hircus	Capra hircus	Chromosome	ok	CM109479.1:+:1	CM109479.1	+	21282132.0	21301953.0	19822.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_048598055.1	ASM4859805v1	Capra hircus	Capra hircus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_048598055.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_048598055.1/GCA_048598055.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_048598065.1	ASM4859806v1	Capra hircus	Capra hircus	Chromosome	ok	CM109539.1:+:1	CM109539.1	+	21497458.0	21517282.0	19825.0	6.0	5.9385925532667585	1.0	2703.0	8551.877765980027	39825.0	0.0	0.0	0.0	0.0	
GCA_048598825.1	ASM4859882v1	Capra hircus	Capra hircus	Chromosome	ok	CM109569.1:+:1	CM109569.1	+	30567513.0	30587337.0	19825.0	6.0	5.9385925532667585	1.0	2703.0	8551.877765980027	39825.0	0.0	0.0	0.0	0.0	
GCA_049004405.1	ASM4900440v1	Capra hircus	Capra hircus	Chromosome	ok	CM110436.1:+:1	CM110436.1	+	32677640.0	32697454.0	19815.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39815.0	0.0	0.0	0.0	0.0	
GCA_049004455.1	ASM4900445v1	Capra hircus	Capra hircus	Chromosome	ok	CM110466.1:+:1	CM110466.1	+	29404906.0	29424724.0	19819.0	6.0	5.816526825567228	1.0	2694.0	8514.358047670168	39819.0	0.0	0.0	0.0	0.0	
GCA_049004495.1	ASM4900449v1	Capra hircus	Capra hircus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_049004495.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_049004495.1/GCA_049004495.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_049004535.1	ASM4900453v1	Capra hircus	Capra hircus	Chromosome	ok	CM110526.1:+:1	CM110526.1	+	21149310.0	21169135.0	19826.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39826.0	0.0	0.0	0.0	0.0	
GCA_049004595.1	ASM4900459v1	Capra hircus	Capra hircus	Chromosome	ok	CM110556.1:+:1	CM110556.1	+	21281587.0	21301405.0	19819.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39819.0	0.0	0.0	0.0	0.0	
GCA_049004675.1	ASM4900467v1	Capra hircus	Capra hircus	Chromosome	ok	CM110603.1:+:1	CM110603.1	+	21371942.0	21391763.0	19822.0	6.0	5.816526825567228	1.0	2694.0	8514.358047670168	39822.0	0.0	0.0	0.0	0.0	
GCA_049115385.1	NW_MosBer_1.0	Moschus berezovskii	Moschus berezovskii	Chromosome	ok	CM110807.1:+:1	CM110807.1	+	38959740.0	38980839.0	21100.0	6.0	5.849251199470406	1.0	3347.0	8589.475359841123	41100.0	0.0	0.0	0.0	0.0	
GCA_049634445.1	ASM4963444v1	Bos taurus	Bos taurus	Contig	ok	JBMUHS010000008.1:-:1	JBMUHS010000008.1	-	71339279.0	71358868.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_049634505.1	ASM4963450v1	Bos taurus	Bos taurus	Contig	ok	JBMUHU010000010.1:+:1	JBMUHU010000010.1	+	42315138.0	42334727.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_049634545.1	ASM4963454v1	Bos taurus	Bos taurus	Contig	ok	JBMUHR010000005.1:-:1	JBMUHR010000005.1	-	69900843.0	69920722.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_049634565.1	ASM4963456v1	Bos taurus	Bos taurus	Contig	ok	JBMUHV010000021.1:-:1	JBMUHV010000021.1	-	53030411.0	53050284.0	19874.0	6.0	5.855389892719457	1.0	3260.0	8582.616967815837	39874.0	0.0	0.0	0.0	0.0	
GCA_049634675.1	ASM4963467v1	Bos taurus	Bos taurus	Contig	ok	JBMUHW010000008.1:+:1	JBMUHW010000008.1	+	38768481.0	38788392.0	19912.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39912.0	0.0	0.0	0.0	0.0	
GCA_049634715.1	ASM4963471v1	Bos taurus	Bos taurus	Contig	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_049634715.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_049634715.1/GCA_049634715.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_050059765.1	NRCY_Bgru_v1	Bos grunniens	Bos grunniens	Chromosome	ok	CM113974.1:-:1	CM113974.1	-	70429328.0	70448987.0	19660.0	6.0	5.733324165019926	1.0	3175.0	8537.497249505977	39660.0	0.0	0.0	0.0	0.0	
GCA_050084595.1	ASM5008459v1	Ovis vignei punjabiensis	Ovis vignei	Scaffold	ok	JBMPHZ010128977.1:+:1	JBMPHZ010128977.1	+	1813.0	21576.0	19764.0	6.0	5.81174785304632	1.0	2700.0	8513.524355913896	31576.0	0.0	0.0	0.0	0.0	
GCA_050084895.1	ASM5008489v1	Ovis aries	Ovis aries	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_050084895.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_050084895.1/GCA_050084895.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_050436925.1	ASM5043692v1	Pseudoryx nghetinhensis	Pseudoryx nghetinhensis	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_050436925.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_050436925.1/GCA_050436925.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_050916685.1	ASM5091668v1	Ovis aries	Ovis aries	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_050916685.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_050916685.1/GCA_050916685.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_051106085.1	Guyuan_Btau_1.0	Bos taurus	Bos taurus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_051106085.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_051106085.1/GCA_051106085.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_051122635.1	YB_JAAS	Bos taurus	Bos taurus	Chromosome	ok	CM117962.1:+:1	CM117962.1	+	43882644.0	43902518.0	19875.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39875.0	0.0	0.0	0.0	0.0	
GCA_051176575.2	mAntAme2_a1.2	Antilocapra americana	Antilocapra americana	Scaffold	ok	JBPKRJ020000010.1:+:1	JBPKRJ020000010.1	+	31983193.0	32002334.0	19142.0	6.0	5.97223653415895	1.0	3171.0	8608.770960247684	39142.0	0.0	0.0	0.0	0.0	
GCA_051176615.2	mAntAme2_p1.2	Antilocapra americana	Antilocapra americana	Scaffold	ok	JBPKRI020000010.1:+:1	JBPKRI020000010.1	+	31162680.0	31181842.0	19163.0	6.0	5.961927255808434	1.0	3174.0	8605.97817674253	39163.0	0.0	0.0	0.0	0.0	
GCA_051307275.1	BBCv1.0	Bubalus kerabau	Bubalus kerabau	Chromosome	ok	CM119500.1:+:1	CM119500.1	+	34049709.0	34063740.0	14032.0	4.0	3.9584826762246115	1.0	2581.0	5945.644802867384	34032.0	0.0	0.0	0.0	0.0	
GCA_052324755.1	ASM5232475v1	Cervus nippon kopschi	Cervus nippon	Chromosome	ok	CM126157.1:+:1	CM126157.1	+	41698254.0	41714317.0	16064.0	5.0	4.961007648819422	1.0	2549.0	7243.202294645826	36064.0	0.0	0.0	0.0	0.0	
GCA_053525375.1	ASM5352537v1	Ovis vignei	Ovis vignei	Contig	ok	JBRERX010000123.1:+:1	JBRERX010000123.1	+	4541167.0	4561417.0	20251.0	6.0	5.816526825567228	1.0	2725.0	8517.458047670169	40251.0	0.0	0.0	0.0	0.0	
GCA_054099735.1	mCepZeb1.hap1	Cephalophula zebra	Cephalophula zebra	Chromosome	ok	CM133919.1:-:1	CM133919.1	-	72331265.0	72351615.0	20351.0	6.0	5.912602076635998	1.0	2783.0	8552.080622990798	40351.0	0.0	0.0	0.0	0.0	
GCA_054099755.1	mCepZeb1.hap2	Cephalophula zebra	Cephalophula zebra	Chromosome	ok	CM133948.1:-:1	CM133948.1	-	72615026.0	72635351.0	20326.0	6.0	5.912602076635998	1.0	2790.0	8552.780622990798	40326.0	0.0	0.0	0.0	0.0	
GCA_054126965.1	ASM5412696v1	Capra hircus	Capra hircus	Scaffold	ok	JBNQSG010000035.1:-:1	JBNQSG010000035.1	-	70951263.0	70971068.0	19806.0	6.0	5.9385925532667585	1.0	2699.0	8551.477765980027	39806.0	0.0	0.0	0.0	0.0	
GCA_054371575.1	T2T-mGirTip1v1.2.alt	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	ok	CM136013.1:+:1	CM136013.1	+	102571520.0	102591983.0	20464.0	6.0	5.971316927169937	1.0	3522.0	8643.595078150982	40464.0	0.0	0.0	0.0	0.0	
GCA_054371585.1	T2T-mGirTip1v1.2.pri	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	ok	CM136042.1:+:1	CM136042.1	+	101213283.0	101233746.0	20464.0	6.0	5.971316927169937	1.0	3522.0	8643.595078150982	40464.0	0.0	0.0	0.0	0.0	
GCA_054371615.1	T2T-mGirTip1v1.2.pat	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	ok	CM136027.1:+:1	CM136027.1	+	102571520.0	102591983.0	20464.0	6.0	5.971316927169937	1.0	3522.0	8643.595078150982	40464.0	0.0	0.0	0.0	0.0	
GCA_054371825.1	T2T-mGirTip1v1.2.mat	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	ok	CM136059.1:+:1	CM136059.1	+	101213283.0	101233746.0	20464.0	6.0	5.971316927169937	1.0	3522.0	8643.595078150982	40464.0	0.0	0.0	0.0	0.0	
GCA_054642885.1	CapIbe1.0	Capra ibex	Capra ibex	Chromosome	ok	CM137811.1:+:1	CM137811.1	+	21188029.0	21207829.0	19801.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39801.0	0.0	0.0	0.0	0.0	
GCA_054824845.1	mRucEld1.hap2	Rucervus eldii thamin	Rucervus eldii	Chromosome	ok	CM139481.1:-:1	CM139481.1	-	28479295.0	28496186.0	16892.0	5.0	4.957718175135211	1.0	2651.0	7252.415452540564	36892.0	0.0	0.0	0.0	0.0	
GCA_054824865.1	mRucEld1.hap1	Rucervus eldii thamin	Rucervus eldii	Chromosome	ok	CM139510.1:-:1	CM139510.1	-	28483965.0	28500869.0	16905.0	5.0	4.957718175135211	1.0	2651.0	7252.415452540564	36905.0	0.0	0.0	0.0	0.0	
GCA_054825135.1	ASM5482513v1	Bos taurus	Bos taurus	Scaffold	ok	JBSIPU010000117.1:+:1	JBSIPU010000117.1	+	55184634.0	55204545.0	19912.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39912.0	0.0	0.0	0.0	0.0	
GCA_054829135.1	AU_CerNipYes_1.0	Cervus nippon yesoensis	Cervus nippon	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_054829135.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_054829135.1/GCA_054829135.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_054855995.1	mCapNub1.hap1	Capra nubiana	Capra nubiana	Chromosome	ok	CM141914.1:-:1	CM141914.1	-	71054401.0	71074211.0	19811.0	6.0	5.9385925532667585	1.0	2691.0	8550.677765980028	39811.0	0.0	0.0	0.0	0.0	
GCA_054856215.1	mCapNub1.hap2	Capra nubiana	Capra nubiana	Chromosome	ok	CM141946.1:-:1	CM141946.1	-	71464936.0	71484746.0	19811.0	6.0	5.9385925532667585	1.0	2691.0	8550.677765980028	39811.0	0.0	0.0	0.0	0.0	
GCA_054883215.1	mAxiPor1.hap1	Axis porcinus	Axis porcinus	Chromosome	ok	CM142292.1:-:1	CM142292.1	-	28720974.0	28741024.0	20051.0	6.0	5.961007648819422	1.0	2717.0	8560.002294645827	40051.0	0.0	0.0	0.0	0.0	
GCA_054883225.1	mAxiPor1.hap2	Axis porcinus	Axis porcinus	Chromosome	ok	CM142327.1:-:1	CM142327.1	-	28716953.0	28737258.0	20306.0	6.0	5.961007648819422	1.0	2735.0	8561.802294645826	40306.0	0.0	0.0	0.0	0.0	
GCA_055505025.1	Bosgru_T2T1.0	Bos grunniens	Bos grunniens	Chromosome	ok	CM145282.1:+:1	CM145282.1	+	34729023.0	34748688.0	19666.0	6.0	5.733324165019926	1.0	3189.0	8538.897249505977	39666.0	0.0	0.0	0.0	0.0	
GCA_055691375.1	ASM5569137v1	Bos taurus	Bos taurus	Scaffold	ok	JBLYVI010000012.1:+:1	JBLYVI010000012.1	+	33915350.0	33935263.0	19914.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39914.0	0.0	0.0	0.0	0.0	
GCA_055691405.1	ASM5569140v1	Bos taurus	Bos taurus	Scaffold	ok	JBLYVJ010000012.1:+:1	JBLYVJ010000012.1	+	36045602.0	36065514.0	19913.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39913.0	0.0	0.0	0.0	0.0	
GCA_055691435.1	CaHircus_AHG_v1	Capra hircus	Capra hircus	Scaffold	ok	JBVNAF010019620.1:+:1	JBVNAF010019620.1	+	20201952.0	20221381.0	19430.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39430.0	676.0	0.017144306365711386	12.0	100.0	
GCA_056162995.1	ASM5616299v1	Bos taurus	Bos taurus	Contig	ok	JBUZMI010000017.1:-:1	JBUZMI010000017.1	-	70722153.0	70741742.0	19590.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39590.0	0.0	0.0	0.0	0.0	
GCA_056247825.1	ASM5624782v1	Hydropotes inermis	Hydropotes inermis	Complete Genome	ok	CM149795.1:+:1	CM149795.1	+	47840174.0	47859449.0	19276.0	6.0	5.80385096052178	1.0	2792.0	8520.355288156534	39276.0	0.0	0.0	0.0	0.0	
GCA_056748525.1	ASM5674852v1	Bos taurus	Bos taurus	Chromosome	ok	CM164050.1:+:1	CM164050.1	+	33962253.0	33982147.0	19895.0	6.0	5.855389892719457	1.0	3242.0	8580.816967815837	39895.0	0.0	0.0	0.0	0.0	
GCA_056775595.1	SMU_DYY_1.0	Bos grunniens	Bos grunniens	Chromosome	no_blast_hit																	
GCA_056825275.1	MPW_1.0	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	ok	JBNBON010000009.1:+:1	JBNBON010000009.1	+	44548435.0	44568316.0	19882.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39882.0	0.0	0.0	0.0	0.0	
